traveler_id,poi_id,interaction_type,timestamp,interaction_weight
U0091,P0102,booking,2025-04-04T20:45:00,10
U0054,P0019,dismiss,2025-04-04T21:06:00,-3
U0040,P0008,view,2025-04-04T22:59:00,1
U0097,P0080,visit,2025-04-04T23:04:00,8
U0025,P0417,click,2025-04-04T23:31:00,2
U0036,P0106,share,2025-04-04T23:49:00,5
U0059,P0370,click,2025-04-04T23:52:00,2
U0016,P0361,save,2025-04-05T00:39:00,4
U0062,P0301,view,2025-04-05T01:30:00,1
U0071,P0305,booking,2025-04-05T02:30:00,10
U0065,P0364,share,2025-04-05T02:59:00,5
U0080,P0479,click,2025-04-05T04:02:00,2
U0009,P0234,booking,2025-04-05T05:40:00,10
U0021,P0071,share,2025-04-05T06:35:00,5
U0052,P0050,view,2025-04-05T06:52:00,1
U0043,P0416,view,2025-04-05T08:25:00,1
U0030,P0417,view,2025-04-05T08:31:00,1
U0073,P0431,dismiss,2025-04-05T09:54:00,-3
U0080,P0457,click,2025-04-05T10:24:00,2
U0011,P0196,visit,2025-04-05T11:56:00,8
U0079,P0232,visit,2025-04-05T12:04:00,8
U0090,P0138,click,2025-04-05T14:10:00,2
U0022,P0150,click,2025-04-05T14:43:00,2
U0023,P0240,booking,2025-04-05T20:28:00,10
U0072,P0200,save,2025-04-05T20:41:00,4
U0078,P0268,click,2025-04-05T21:11:00,2
U0080,P0126,booking,2025-04-05T22:37:00,10
U0039,P0070,view,2025-04-05T23:16:00,1
U0007,P0122,share,2025-04-06T00:47:00,5
U0082,P0025,view,2025-04-06T03:18:00,1
U0024,P0247,visit,2025-04-06T06:11:00,8
U0017,P0351,visit,2025-04-06T06:32:00,8
U0097,P0196,visit,2025-04-06T07:05:00,8
U0048,P0227,click,2025-04-06T07:26:00,2
U0095,P0333,click,2025-04-06T10:11:00,2
U0061,P0425,visit,2025-04-06T10:29:00,8
U0009,P0396,save,2025-04-06T10:53:00,4
U0033,P0466,visit,2025-04-06T11:15:00,8
U0066,P0408,view,2025-04-06T11:22:00,1
U0074,P0062,view,2025-04-06T12:02:00,1
U0021,P0276,save,2025-04-06T12:18:00,4
U0061,P0094,visit,2025-04-06T12:38:00,8
U0059,P0144,view,2025-04-06T13:05:00,1
U0069,P0376,click,2025-04-06T14:18:00,2
U0064,P0212,share,2025-04-06T14:47:00,5
U0016,P0484,view,2025-04-06T17:22:00,1
U0061,P0341,visit,2025-04-06T18:46:00,8
U0094,P0484,share,2025-04-06T20:25:00,5
U0037,P0210,share,2025-04-06T23:31:00,5
U0062,P0467,view,2025-04-07T00:32:00,1
U0021,P0408,share,2025-04-07T02:01:00,5
U0016,P0053,dismiss,2025-04-07T02:11:00,-3
U0099,P0397,view,2025-04-07T02:51:00,1
U0097,P0391,click,2025-04-07T04:08:00,2
U0081,P0013,click,2025-04-07T04:16:00,2
U0012,P0368,save,2025-04-07T05:58:00,4
U0098,P0389,view,2025-04-07T07:29:00,1
U0086,P0054,view,2025-04-07T08:26:00,1
U0087,P0076,save,2025-04-07T10:38:00,4
U0043,P0204,visit,2025-04-07T11:34:00,8
U0028,P0391,click,2025-04-07T13:10:00,2
U0097,P0187,click,2025-04-07T13:37:00,2
U0096,P0186,visit,2025-04-07T14:37:00,8
U0025,P0015,save,2025-04-07T15:32:00,4
U0050,P0137,share,2025-04-07T15:35:00,5
U0051,P0175,view,2025-04-07T16:41:00,1
U0026,P0113,visit,2025-04-07T17:18:00,8
U0083,P0166,view,2025-04-07T17:23:00,1
U0030,P0362,view,2025-04-07T18:40:00,1
U0071,P0075,click,2025-04-07T18:48:00,2
U0085,P0045,save,2025-04-07T21:44:00,4
U0028,P0260,view,2025-04-08T00:00:00,1
U0007,P0084,view,2025-04-08T00:28:00,1
U0008,P0211,save,2025-04-08T01:17:00,4
U0034,P0231,dismiss,2025-04-08T01:37:00,-3
U0041,P0235,click,2025-04-08T02:49:00,2
U0052,P0488,click,2025-04-08T03:11:00,2
U0020,P0094,save,2025-04-08T04:02:00,4
U0064,P0320,click,2025-04-08T04:42:00,2
U0035,P0240,click,2025-04-08T06:36:00,2
U0097,P0335,booking,2025-04-08T06:45:00,10
U0086,P0479,dismiss,2025-04-08T06:51:00,-3
U0030,P0063,save,2025-04-08T09:02:00,4
U0020,P0394,click,2025-04-08T09:44:00,2
U0073,P0004,view,2025-04-08T09:46:00,1
U0095,P0299,save,2025-04-08T10:32:00,4
U0046,P0367,click,2025-04-08T13:47:00,2
U0055,P0136,visit,2025-04-08T13:59:00,8
U0087,P0440,click,2025-04-08T14:47:00,2
U0088,P0443,share,2025-04-08T17:29:00,5
U0042,P0001,view,2025-04-08T18:19:00,1
U0073,P0327,view,2025-04-08T19:05:00,1
U0004,P0010,view,2025-04-08T19:16:00,1
U0093,P0312,view,2025-04-08T21:13:00,1
U0030,P0034,view,2025-04-08T23:00:00,1
U0008,P0041,click,2025-04-08T23:07:00,2
U0038,P0307,click,2025-04-08T23:48:00,2
U0085,P0023,click,2025-04-09T00:05:00,2
U0020,P0456,share,2025-04-09T00:46:00,5
U0052,P0080,view,2025-04-09T01:33:00,1
U0003,P0059,view,2025-04-09T06:47:00,1
U0070,P0269,view,2025-04-09T07:13:00,1
U0047,P0439,visit,2025-04-09T10:33:00,8
U0097,P0403,click,2025-04-09T10:42:00,2
U0049,P0417,click,2025-04-09T11:04:00,2
U0086,P0350,visit,2025-04-09T14:02:00,8
U0024,P0487,save,2025-04-09T15:22:00,4
U0057,P0152,visit,2025-04-09T16:51:00,8
U0095,P0027,share,2025-04-09T16:54:00,5
U0039,P0258,view,2025-04-09T18:16:00,1
U0075,P0337,click,2025-04-09T18:33:00,2
U0072,P0286,dismiss,2025-04-09T18:37:00,-3
U0097,P0438,click,2025-04-09T18:46:00,2
U0086,P0314,view,2025-04-09T19:34:00,1
U0015,P0092,click,2025-04-10T01:50:00,2
U0060,P0013,visit,2025-04-10T01:57:00,8
U0096,P0315,click,2025-04-10T03:21:00,2
U0066,P0276,view,2025-04-10T04:43:00,1
U0052,P0307,view,2025-04-10T05:56:00,1
U0070,P0287,view,2025-04-10T07:12:00,1
U0054,P0424,click,2025-04-10T09:40:00,2
U0052,P0403,click,2025-04-10T10:19:00,2
U0058,P0023,click,2025-04-10T10:19:00,2
U0014,P0272,visit,2025-04-10T10:31:00,8
U0034,P0021,visit,2025-04-10T12:40:00,8
U0058,P0242,share,2025-04-10T13:26:00,5
U0083,P0137,share,2025-04-10T14:41:00,5
U0021,P0407,view,2025-04-10T15:20:00,1
U0012,P0026,click,2025-04-10T16:07:00,2
U0045,P0163,view,2025-04-10T16:51:00,1
U0088,P0122,click,2025-04-10T17:24:00,2
U0036,P0003,save,2025-04-10T18:18:00,4
U0090,P0186,view,2025-04-10T19:00:00,1
U0038,P0395,view,2025-04-10T20:39:00,1
U0002,P0010,view,2025-04-10T22:44:00,1
U0029,P0154,click,2025-04-10T22:54:00,2
U0044,P0390,click,2025-04-10T23:42:00,2
U0057,P0315,booking,2025-04-11T02:11:00,10
U0063,P0143,save,2025-04-11T06:18:00,4
U0035,P0349,view,2025-04-11T08:31:00,1
U0081,P0061,click,2025-04-11T09:57:00,2
U0008,P0467,view,2025-04-11T10:14:00,1
U0067,P0121,share,2025-04-11T13:34:00,5
U0034,P0025,view,2025-04-11T13:37:00,1
U0081,P0299,share,2025-04-11T13:40:00,5
U0035,P0162,save,2025-04-11T17:38:00,4
U0048,P0199,click,2025-04-11T19:45:00,2
U0100,P0407,view,2025-04-11T21:31:00,1
U0095,P0481,view,2025-04-11T21:59:00,1
U0060,P0024,visit,2025-04-11T22:00:00,8
U0064,P0426,save,2025-04-11T23:10:00,4
U0029,P0032,view,2025-04-11T23:41:00,1
U0010,P0077,click,2025-04-11T23:57:00,2
U0030,P0015,visit,2025-04-12T02:33:00,8
U0094,P0374,booking,2025-04-12T03:16:00,10
U0002,P0172,share,2025-04-12T04:01:00,5
U0001,P0212,view,2025-04-12T04:23:00,1
U0005,P0452,booking,2025-04-12T05:38:00,10
U0037,P0139,view,2025-04-12T05:53:00,1
U0053,P0465,view,2025-04-12T06:29:00,1
U0041,P0189,save,2025-04-12T06:49:00,4
U0082,P0070,click,2025-04-12T07:20:00,2
U0043,P0009,view,2025-04-12T09:40:00,1
U0022,P0015,save,2025-04-12T10:12:00,4
U0061,P0112,click,2025-04-12T12:39:00,2
U0009,P0203,share,2025-04-12T14:37:00,5
U0017,P0302,visit,2025-04-12T15:25:00,8
U0071,P0085,share,2025-04-12T16:27:00,5
U0039,P0147,view,2025-04-12T16:52:00,1
U0054,P0345,share,2025-04-12T16:53:00,5
U0092,P0001,view,2025-04-12T20:56:00,1
U0045,P0486,visit,2025-04-12T22:38:00,8
U0038,P0260,booking,2025-04-13T05:18:00,10
U0013,P0418,view,2025-04-13T06:39:00,1
U0043,P0475,click,2025-04-13T07:22:00,2
U0015,P0211,click,2025-04-13T07:47:00,2
U0065,P0381,save,2025-04-13T07:52:00,4
U0034,P0148,view,2025-04-13T08:08:00,1
U0071,P0188,share,2025-04-13T08:27:00,5
U0087,P0286,visit,2025-04-13T09:05:00,8
U0007,P0491,view,2025-04-13T09:20:00,1
U0043,P0197,view,2025-04-13T09:20:00,1
U0086,P0429,dismiss,2025-04-13T10:24:00,-3
U0061,P0396,booking,2025-04-13T12:02:00,10
U0100,P0408,view,2025-04-13T13:14:00,1
U0002,P0335,save,2025-04-13T14:22:00,4
U0072,P0199,click,2025-04-13T14:49:00,2
U0071,P0021,visit,2025-04-13T17:39:00,8
U0073,P0038,view,2025-04-13T19:33:00,1
U0087,P0379,click,2025-04-13T21:08:00,2
U0071,P0176,view,2025-04-13T22:06:00,1
U0001,P0064,view,2025-04-13T22:19:00,1
U0075,P0177,click,2025-04-13T22:46:00,2
U0050,P0129,view,2025-04-13T22:55:00,1
U0100,P0002,view,2025-04-14T00:32:00,1
U0094,P0158,save,2025-04-14T01:28:00,4
U0006,P0416,save,2025-04-14T01:50:00,4
U0062,P0297,visit,2025-04-14T03:38:00,8
U0017,P0296,save,2025-04-14T04:19:00,4
U0047,P0295,view,2025-04-14T04:19:00,1
U0031,P0021,click,2025-04-14T04:30:00,2
U0010,P0187,visit,2025-04-14T04:49:00,8
U0024,P0171,visit,2025-04-14T09:36:00,8
U0059,P0174,click,2025-04-14T09:51:00,2
U0020,P0397,save,2025-04-14T10:08:00,4
U0040,P0100,save,2025-04-14T11:42:00,4
U0062,P0235,share,2025-04-14T12:56:00,5
U0024,P0283,share,2025-04-14T14:26:00,5
U0082,P0464,share,2025-04-14T23:03:00,5
U0049,P0350,booking,2025-04-14T23:11:00,10
U0100,P0456,click,2025-04-15T01:50:00,2
U0046,P0330,click,2025-04-15T03:58:00,2
U0028,P0441,booking,2025-04-15T04:05:00,10
U0045,P0178,share,2025-04-15T04:18:00,5
U0081,P0210,share,2025-04-15T06:27:00,5
U0064,P0166,visit,2025-04-15T06:52:00,8
U0082,P0018,view,2025-04-15T07:20:00,1
U0072,P0300,click,2025-04-15T07:29:00,2
U0028,P0156,click,2025-04-15T07:32:00,2
U0036,P0052,visit,2025-04-15T10:36:00,8
U0008,P0056,view,2025-04-15T11:20:00,1
U0052,P0500,view,2025-04-15T11:24:00,1
U0034,P0468,view,2025-04-15T11:40:00,1
U0057,P0451,visit,2025-04-15T16:16:00,8
U0021,P0112,view,2025-04-15T16:40:00,1
U0073,P0067,click,2025-04-15T16:51:00,2
U0058,P0283,view,2025-04-15T17:41:00,1
U0054,P0335,click,2025-04-15T20:40:00,2
U0009,P0192,view,2025-04-16T01:36:00,1
U0027,P0228,view,2025-04-16T04:55:00,1
U0034,P0179,click,2025-04-16T05:50:00,2
U0096,P0446,view,2025-04-16T06:24:00,1
U0071,P0356,view,2025-04-16T06:50:00,1
U0044,P0280,visit,2025-04-16T07:13:00,8
U0027,P0249,click,2025-04-16T07:18:00,2
U0084,P0374,view,2025-04-16T08:26:00,1
U0027,P0261,view,2025-04-16T09:27:00,1
U0024,P0182,view,2025-04-16T11:10:00,1
U0081,P0337,visit,2025-04-16T12:00:00,8
U0026,P0120,view,2025-04-16T12:11:00,1
U0044,P0427,booking,2025-04-16T12:36:00,10
U0050,P0037,visit,2025-04-16T14:09:00,8
U0042,P0281,click,2025-04-16T14:09:00,2
U0009,P0099,click,2025-04-16T16:30:00,2
U0014,P0345,visit,2025-04-16T16:58:00,8
U0028,P0484,view,2025-04-16T17:03:00,1
U0047,P0416,view,2025-04-16T19:50:00,1
U0017,P0320,view,2025-04-16T20:08:00,1
U0046,P0390,visit,2025-04-16T22:25:00,8
U0072,P0154,click,2025-04-16T22:44:00,2
U0034,P0085,click,2025-04-16T23:05:00,2
U0039,P0231,dismiss,2025-04-17T00:50:00,-3
U0018,P0454,click,2025-04-17T01:11:00,2
U0060,P0454,booking,2025-04-17T01:17:00,10
U0087,P0490,click,2025-04-17T01:39:00,2
U0082,P0389,save,2025-04-17T04:31:00,4
U0070,P0306,click,2025-04-17T05:26:00,2
U0067,P0229,dismiss,2025-04-17T06:00:00,-3
U0041,P0336,click,2025-04-17T06:19:00,2
U0091,P0162,visit,2025-04-17T07:28:00,8
U0061,P0433,save,2025-04-17T08:08:00,4
U0097,P0193,view,2025-04-17T08:19:00,1
U0078,P0422,share,2025-04-17T08:34:00,5
U0077,P0078,click,2025-04-17T09:18:00,2
U0008,P0151,view,2025-04-17T10:19:00,1
U0044,P0351,booking,2025-04-17T12:26:00,10
U0066,P0192,click,2025-04-17T13:08:00,2
U0085,P0475,save,2025-04-17T13:16:00,4
U0010,P0303,click,2025-04-17T14:19:00,2
U0037,P0223,dismiss,2025-04-17T15:37:00,-3
U0018,P0309,visit,2025-04-17T19:26:00,8
U0003,P0127,click,2025-04-17T20:13:00,2
U0016,P0087,view,2025-04-17T20:31:00,1
U0085,P0071,visit,2025-04-17T20:52:00,8
U0082,P0217,share,2025-04-17T21:16:00,5
U0077,P0404,view,2025-04-17T23:28:00,1
U0069,P0283,click,2025-04-17T23:35:00,2
U0048,P0315,save,2025-04-18T00:04:00,4
U0054,P0001,dismiss,2025-04-18T02:33:00,-3
U0041,P0311,dismiss,2025-04-18T02:51:00,-3
U0012,P0255,view,2025-04-18T05:36:00,1
U0032,P0348,view,2025-04-18T06:43:00,1
U0038,P0388,view,2025-04-18T08:13:00,1
U0026,P0076,dismiss,2025-04-18T09:29:00,-3
U0091,P0215,click,2025-04-18T09:32:00,2
U0018,P0018,booking,2025-04-18T10:12:00,10
U0079,P0387,view,2025-04-18T10:12:00,1
U0086,P0414,share,2025-04-18T10:38:00,5
U0037,P0024,click,2025-04-18T11:34:00,2
U0089,P0223,click,2025-04-18T11:37:00,2
U0015,P0259,click,2025-04-18T12:37:00,2
U0002,P0129,click,2025-04-18T13:50:00,2
U0073,P0125,click,2025-04-18T14:02:00,2
U0080,P0417,save,2025-04-18T15:54:00,4
U0046,P0324,dismiss,2025-04-18T17:40:00,-3
U0093,P0149,click,2025-04-18T18:59:00,2
U0028,P0019,view,2025-04-18T23:25:00,1
U0017,P0400,dismiss,2025-04-18T23:34:00,-3
U0094,P0307,share,2025-04-19T02:01:00,5
U0014,P0238,view,2025-04-19T04:11:00,1
U0005,P0495,click,2025-04-19T04:48:00,2
U0058,P0118,view,2025-04-19T05:09:00,1
U0028,P0272,dismiss,2025-04-19T05:12:00,-3
U0017,P0137,view,2025-04-19T06:34:00,1
U0039,P0085,click,2025-04-19T09:27:00,2
U0080,P0164,view,2025-04-19T09:32:00,1
U0003,P0085,view,2025-04-19T11:51:00,1
U0098,P0342,visit,2025-04-19T14:18:00,8
U0085,P0294,visit,2025-04-19T16:54:00,8
U0060,P0239,view,2025-04-19T17:23:00,1
U0040,P0232,save,2025-04-19T18:19:00,4
U0050,P0019,view,2025-04-19T18:51:00,1
U0050,P0427,share,2025-04-19T19:42:00,5
U0001,P0012,dismiss,2025-04-19T20:31:00,-3
U0020,P0276,visit,2025-04-19T20:42:00,8
U0019,P0338,click,2025-04-19T21:11:00,2
U0078,P0465,save,2025-04-19T21:18:00,4
U0097,P0156,view,2025-04-19T22:21:00,1
U0066,P0099,click,2025-04-19T22:29:00,2
U0069,P0079,save,2025-04-19T22:47:00,4
U0012,P0232,view,2025-04-19T23:01:00,1
U0060,P0082,click,2025-04-19T23:08:00,2
U0066,P0292,view,2025-04-20T00:16:00,1
U0037,P0194,click,2025-04-20T00:27:00,2
U0055,P0229,view,2025-04-20T01:18:00,1
U0020,P0292,click,2025-04-20T01:37:00,2
U0047,P0487,visit,2025-04-20T03:11:00,8
U0078,P0470,view,2025-04-20T05:15:00,1
U0041,P0430,view,2025-04-20T05:20:00,1
U0090,P0255,save,2025-04-20T05:23:00,4
U0047,P0132,view,2025-04-20T06:42:00,1
U0080,P0349,view,2025-04-20T07:42:00,1
U0090,P0404,view,2025-04-20T07:51:00,1
U0090,P0121,visit,2025-04-20T12:58:00,8
U0094,P0441,view,2025-04-20T14:16:00,1
U0088,P0498,save,2025-04-20T16:01:00,4
U0022,P0314,share,2025-04-20T16:14:00,5
U0015,P0311,visit,2025-04-20T16:25:00,8
U0006,P0213,share,2025-04-20T19:18:00,5
U0089,P0116,view,2025-04-20T19:42:00,1
U0010,P0156,visit,2025-04-21T01:59:00,8
U0075,P0176,share,2025-04-21T04:08:00,5
U0046,P0281,save,2025-04-21T05:55:00,4
U0097,P0320,view,2025-04-21T07:41:00,1
U0081,P0042,booking,2025-04-21T08:43:00,10
U0023,P0445,share,2025-04-21T09:46:00,5
U0081,P0464,view,2025-04-21T11:03:00,1
U0074,P0230,save,2025-04-21T12:33:00,4
U0037,P0042,view,2025-04-21T13:03:00,1
U0029,P0109,save,2025-04-21T15:18:00,4
U0074,P0117,click,2025-04-21T18:02:00,2
U0093,P0099,view,2025-04-21T19:09:00,1
U0040,P0072,share,2025-04-21T19:31:00,5
U0065,P0073,save,2025-04-21T20:41:00,4
U0071,P0496,save,2025-04-21T20:55:00,4
U0043,P0002,save,2025-04-21T21:28:00,4
U0032,P0078,click,2025-04-21T21:41:00,2
U0085,P0493,save,2025-04-22T00:18:00,4
U0033,P0124,click,2025-04-22T00:20:00,2
U0099,P0485,visit,2025-04-22T01:08:00,8
U0077,P0026,click,2025-04-22T02:36:00,2
U0065,P0468,save,2025-04-22T03:10:00,4
U0091,P0378,view,2025-04-22T03:34:00,1
U0080,P0144,view,2025-04-22T04:47:00,1
U0054,P0455,view,2025-04-22T05:45:00,1
U0075,P0070,save,2025-04-22T06:04:00,4
U0100,P0159,view,2025-04-22T06:20:00,1
U0052,P0380,view,2025-04-22T08:57:00,1
U0064,P0361,save,2025-04-22T09:42:00,4
U0030,P0102,dismiss,2025-04-22T09:59:00,-3
U0061,P0045,booking,2025-04-22T12:33:00,10
U0082,P0244,view,2025-04-22T12:38:00,1
U0053,P0190,dismiss,2025-04-22T14:04:00,-3
U0012,P0249,click,2025-04-22T14:19:00,2
U0081,P0421,visit,2025-04-22T15:19:00,8
U0027,P0186,visit,2025-04-22T15:26:00,8
U0008,P0144,share,2025-04-22T16:29:00,5
U0062,P0133,visit,2025-04-22T18:42:00,8
U0089,P0253,save,2025-04-22T19:23:00,4
U0048,P0047,dismiss,2025-04-22T20:33:00,-3
U0084,P0358,click,2025-04-22T21:29:00,2
U0085,P0494,click,2025-04-22T21:41:00,2
U0071,P0139,view,2025-04-22T22:33:00,1
U0069,P0360,view,2025-04-23T00:00:00,1
U0001,P0403,view,2025-04-23T00:04:00,1
U0020,P0203,view,2025-04-23T02:30:00,1
U0034,P0293,click,2025-04-23T03:03:00,2
U0060,P0270,save,2025-04-23T04:08:00,4
U0001,P0020,view,2025-04-23T04:32:00,1
U0063,P0238,view,2025-04-23T06:16:00,1
U0037,P0470,booking,2025-04-23T10:40:00,10
U0053,P0353,dismiss,2025-04-23T13:15:00,-3
U0071,P0293,booking,2025-04-23T14:19:00,10
U0021,P0264,visit,2025-04-23T14:22:00,8
U0089,P0025,click,2025-04-23T14:47:00,2
U0020,P0273,click,2025-04-23T14:49:00,2
U0050,P0254,view,2025-04-23T14:57:00,1
U0014,P0328,visit,2025-04-23T15:14:00,8
U0076,P0029,booking,2025-04-23T20:30:00,10
U0081,P0389,share,2025-04-23T21:08:00,5
U0034,P0195,visit,2025-04-23T21:09:00,8
U0015,P0054,view,2025-04-23T21:44:00,1
U0051,P0301,view,2025-04-23T22:40:00,1
U0031,P0468,view,2025-04-23T23:17:00,1
U0079,P0060,view,2025-04-24T00:52:00,1
U0093,P0492,view,2025-04-24T01:49:00,1
U0080,P0378,visit,2025-04-24T02:20:00,8
U0096,P0076,save,2025-04-24T03:27:00,4
U0088,P0181,save,2025-04-24T04:42:00,4
U0065,P0342,dismiss,2025-04-24T06:07:00,-3
U0007,P0417,visit,2025-04-24T07:08:00,8
U0099,P0416,view,2025-04-24T08:40:00,1
U0033,P0088,dismiss,2025-04-24T09:12:00,-3
U0062,P0096,save,2025-04-24T09:45:00,4
U0054,P0374,share,2025-04-24T10:33:00,5
U0066,P0420,click,2025-04-24T11:05:00,2
U0068,P0096,click,2025-04-24T11:29:00,2
U0075,P0353,view,2025-04-24T18:16:00,1
U0028,P0280,click,2025-04-24T19:55:00,2
U0094,P0169,visit,2025-04-24T20:30:00,8
U0085,P0376,view,2025-04-24T22:12:00,1
U0043,P0360,view,2025-04-24T22:20:00,1
U0014,P0212,view,2025-04-24T22:47:00,1
U0008,P0277,save,2025-04-24T23:09:00,4
U0031,P0024,share,2025-04-25T00:14:00,5
U0062,P0314,visit,2025-04-25T01:37:00,8
U0006,P0384,view,2025-04-25T03:12:00,1
U0070,P0208,view,2025-04-25T03:55:00,1
U0040,P0068,view,2025-04-25T04:17:00,1
U0092,P0212,click,2025-04-25T06:21:00,2
U0052,P0405,view,2025-04-25T09:49:00,1
U0035,P0096,view,2025-04-25T09:59:00,1
U0089,P0237,click,2025-04-25T10:17:00,2
U0078,P0176,click,2025-04-25T10:17:00,2
U0064,P0303,save,2025-04-25T11:57:00,4
U0080,P0005,view,2025-04-25T13:42:00,1
U0014,P0495,visit,2025-04-25T16:25:00,8
U0082,P0134,visit,2025-04-25T17:55:00,8
U0036,P0448,click,2025-04-25T18:32:00,2
U0041,P0457,visit,2025-04-25T18:43:00,8
U0065,P0135,booking,2025-04-25T19:27:00,10
U0044,P0046,visit,2025-04-25T20:02:00,8
U0071,P0366,visit,2025-04-25T21:07:00,8
U0078,P0375,share,2025-04-25T21:32:00,5
U0026,P0382,click,2025-04-25T22:14:00,2
U0013,P0337,click,2025-04-25T23:41:00,2
U0093,P0207,dismiss,2025-04-25T23:44:00,-3
U0080,P0240,view,2025-04-26T01:17:00,1
U0005,P0303,click,2025-04-26T04:09:00,2
U0070,P0382,visit,2025-04-26T04:29:00,8
U0035,P0224,visit,2025-04-26T06:47:00,8
U0042,P0080,save,2025-04-26T08:08:00,4
U0047,P0033,visit,2025-04-26T08:26:00,8
U0099,P0276,save,2025-04-26T08:28:00,4
U0011,P0119,view,2025-04-26T08:36:00,1
U0092,P0156,share,2025-04-26T08:59:00,5
U0040,P0348,click,2025-04-26T09:13:00,2
U0067,P0216,view,2025-04-26T09:18:00,1
U0007,P0096,view,2025-04-26T09:49:00,1
U0073,P0240,visit,2025-04-26T13:05:00,8
U0030,P0133,share,2025-04-26T15:25:00,5
U0087,P0003,booking,2025-04-26T16:30:00,10
U0058,P0432,save,2025-04-26T18:28:00,4
U0095,P0305,view,2025-04-26T18:42:00,1
U0062,P0429,view,2025-04-26T18:56:00,1
U0022,P0133,view,2025-04-26T19:47:00,1
U0074,P0295,save,2025-04-26T19:57:00,4
U0090,P0269,visit,2025-04-26T21:10:00,8
U0031,P0244,view,2025-04-26T21:24:00,1
U0004,P0187,visit,2025-04-26T21:46:00,8
U0064,P0427,dismiss,2025-04-26T22:38:00,-3
U0029,P0232,click,2025-04-26T22:47:00,2
U0012,P0068,click,2025-04-26T22:56:00,2
U0096,P0068,booking,2025-04-27T00:43:00,10
U0040,P0199,visit,2025-04-27T00:54:00,8
U0036,P0404,view,2025-04-27T01:45:00,1
U0076,P0270,save,2025-04-27T03:36:00,4
U0055,P0106,click,2025-04-27T04:08:00,2
U0064,P0330,booking,2025-04-27T05:54:00,10
U0045,P0313,share,2025-04-27T06:31:00,5
U0091,P0191,dismiss,2025-04-27T07:11:00,-3
U0040,P0113,click,2025-04-27T07:37:00,2
U0051,P0417,view,2025-04-27T10:23:00,1
U0047,P0006,visit,2025-04-27T10:59:00,8
U0008,P0445,click,2025-04-27T11:35:00,2
U0090,P0469,share,2025-04-27T11:49:00,5
U0017,P0058,share,2025-04-27T13:15:00,5
U0090,P0214,click,2025-04-27T13:25:00,2
U0061,P0471,click,2025-04-27T13:27:00,2
U0059,P0301,dismiss,2025-04-27T14:03:00,-3
U0048,P0214,view,2025-04-27T14:16:00,1
U0092,P0426,save,2025-04-27T15:26:00,4
U0069,P0312,dismiss,2025-04-27T16:01:00,-3
U0063,P0391,view,2025-04-27T17:55:00,1
U0045,P0234,view,2025-04-27T18:10:00,1
U0059,P0319,view,2025-04-27T20:09:00,1
U0078,P0055,booking,2025-04-27T20:11:00,10
U0095,P0111,save,2025-04-27T21:11:00,4
U0046,P0488,click,2025-04-27T21:45:00,2
U0092,P0332,view,2025-04-27T22:09:00,1
U0085,P0482,click,2025-04-27T22:53:00,2
U0095,P0190,save,2025-04-27T23:29:00,4
U0057,P0404,view,2025-04-28T01:00:00,1
U0069,P0131,visit,2025-04-28T01:09:00,8
U0049,P0259,visit,2025-04-28T01:14:00,8
U0001,P0187,share,2025-04-28T02:57:00,5
U0060,P0299,visit,2025-04-28T04:42:00,8
U0058,P0485,click,2025-04-28T05:56:00,2
U0015,P0417,save,2025-04-28T06:53:00,4
U0037,P0190,save,2025-04-28T09:51:00,4
U0015,P0314,view,2025-04-28T10:26:00,1
U0065,P0418,click,2025-04-28T11:40:00,2
U0031,P0188,view,2025-04-28T12:05:00,1
U0094,P0141,click,2025-04-28T12:47:00,2
U0015,P0383,click,2025-04-28T14:50:00,2
U0069,P0433,click,2025-04-28T15:42:00,2
U0084,P0017,view,2025-04-28T16:58:00,1
U0053,P0124,view,2025-04-28T18:48:00,1
U0098,P0305,dismiss,2025-04-28T19:27:00,-3
U0037,P0496,booking,2025-04-28T20:49:00,10
U0074,P0304,visit,2025-04-28T21:46:00,8
U0083,P0317,visit,2025-04-28T21:59:00,8
U0045,P0295,visit,2025-04-28T22:37:00,8
U0057,P0411,view,2025-04-28T23:48:00,1
U0085,P0118,visit,2025-04-29T00:01:00,8
U0095,P0372,click,2025-04-29T00:03:00,2
U0016,P0275,share,2025-04-29T00:35:00,5
U0073,P0142,view,2025-04-29T00:36:00,1
U0035,P0041,click,2025-04-29T01:38:00,2
U0053,P0231,view,2025-04-29T02:59:00,1
U0051,P0123,view,2025-04-29T04:15:00,1
U0060,P0244,share,2025-04-29T07:26:00,5
U0037,P0243,click,2025-04-29T09:42:00,2
U0078,P0343,visit,2025-04-29T11:25:00,8
U0052,P0291,dismiss,2025-04-29T12:33:00,-3
U0009,P0098,view,2025-04-29T12:40:00,1
U0037,P0468,click,2025-04-29T14:23:00,2
U0067,P0278,booking,2025-04-29T14:52:00,10
U0021,P0486,click,2025-04-29T16:41:00,2
U0065,P0356,view,2025-04-29T17:14:00,1
U0007,P0180,dismiss,2025-04-29T17:47:00,-3
U0078,P0190,dismiss,2025-04-29T18:08:00,-3
U0080,P0246,view,2025-04-29T18:10:00,1
U0017,P0080,share,2025-04-29T19:14:00,5
U0022,P0429,visit,2025-04-29T20:08:00,8
U0091,P0327,view,2025-04-29T20:40:00,1
U0017,P0280,view,2025-04-29T21:01:00,1
U0042,P0395,click,2025-04-29T21:28:00,2
U0059,P0015,click,2025-04-29T21:48:00,2
