traveler_id,poi_id,interest_match,preference_match,budget_match,mobility_match,party_match,poi_rating,poi_review_count,poi_popularity,tourist_level,expected_duration,trip_duration,geographic_distance,relevance_label,category,total_interactions,total_behavior_strength,avg_poi_rating,avg_poi_popularity,avg_price_level,avg_tourist_level,category_affinity
U0032,P0216,0.0,0.0,0.2,1.0,1.0,3.57,3.091042453358316,0.32,0.893,45,3,18.2622432788939,0.0,shopping,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0483870967702913
U0032,P0220,0.0,1.0,0.0,1.0,1.0,3.33,5.43372200355424,0.5,0.091,120,3,36.825243957630285,0.15,neighborhood,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0
U0032,P0222,0.0,0.0,0.6,1.0,1.0,3.17,5.393627546352362,0.406,0.312,120,3,12.03493611479476,0.15,food,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0080645161283818
U0032,P0225,0.0,0.0,1.0,1.0,1.0,3.87,4.23410650459726,0.498,0.05,120,3,24.026527688809,0.15,food,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0080645161283818
U0032,P0227,0.0,0.0,1.0,1.0,1.0,3.66,6.107022887742255,0.561,0.596,60,3,18.135653183841274,0.0,nature,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0403225806419094
U0032,P0228,0.5,0.0,0.0,1.0,1.0,3.86,4.553876891600541,0.276,0.81,30,3,1.750801236524369,0.0,entertainment,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.1935483870811654
U0032,P0229,0.0,0.0,0.2,1.0,1.0,4.05,4.262679877041316,0.358,0.524,120,3,43.95412461947932,0.3,food,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0080645161283818
U0032,P0232,0.5,0.0,1.0,1.0,1.0,3.79,5.75890177387728,0.446,0.632,120,3,44.63023169327,0.3,entertainment,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.1935483870811654
U0032,P0249,0.5,0.0,1.0,1.0,1.0,3.63,5.272999558563747,0.561,0.592,45,3,29.77724481528829,0.85,entertainment,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.1935483870811654
U0032,P0250,0.0,0.0,0.0,1.0,1.0,3.71,3.8501476017100575,0.531,0.941,180,3,20.17335175509137,0.0,shopping,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0483870967702913
U0032,P0255,0.0,0.0,1.0,1.0,1.0,4.12,4.51085950651685,0.455,0.926,60,3,6.538314999687381,0.0,nature,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0403225806419094
U0032,P0257,0.5,1.0,1.0,1.0,1.0,3.99,4.418840607796598,0.403,0.785,150,3,12.58890143992412,0.65,historical,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.3225806451352758
U0032,P0261,0.0,0.0,1.0,1.0,1.0,3.35,6.152732694704104,0.515,0.27,60,3,36.80766325090518,0.15,food,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0080645161283818
U0032,P0269,0.0,0.0,0.0,1.0,1.0,3.71,5.043425116919247,0.358,0.158,30,3,29.953820519304056,0.0,food,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0080645161283818
U0032,P0271,0.5,1.0,0.6,1.0,1.0,4.48,4.158883083359672,0.309,0.963,45,3,43.53795017131831,0.85,museum,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.2096774193379292
U0032,P0278,0.5,0.0,1.0,1.0,1.0,4.25,5.010635294096256,0.352,0.372,150,3,24.99078339183989,0.85,activity,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.1774193548244017
U0032,P0279,0.0,1.0,0.2,1.0,1.0,3.88,4.983606621708336,0.404,0.337,90,3,5.9493761436474,0.0,neighborhood,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0
U0032,P0284,0.5,0.0,0.0,1.0,1.0,3.18,4.290459441148391,0.225,0.636,60,3,38.1423155505991,0.15,activity,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.1774193548244017
U0032,P0286,0.5,1.0,0.6,1.0,1.0,4.11,7.512071245835466,1.0,0.981,90,3,26.615052250526272,0.55,historical,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.3225806451352758
U0032,P0287,0.0,0.0,1.0,1.0,1.0,4.25,5.241747015059643,0.585,0.783,45,3,41.46458829829646,0.3,nature,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0403225806419094
U0032,P0300,0.5,1.0,0.2,1.0,1.0,3.9,5.953243334287785,0.637,0.414,150,3,32.851861440538094,0.15,museum,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.2096774193379292
U0032,P0306,0.0,0.0,0.6,1.0,1.0,4.39,5.43372200355424,0.327,0.844,150,3,45.0687843317064,0.15,nature,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0403225806419094
U0032,P0315,0.0,0.0,1.0,1.0,1.0,4.13,6.813444599510896,0.765,0.581,90,3,5.641873675784214,0.15,nature,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0403225806419094
U0032,P0329,0.5,0.0,1.0,1.0,1.0,4.11,5.472270673671475,0.541,0.163,60,3,51.1247650562156,0.55,entertainment,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.1935483870811654
U0032,P0347,0.5,1.0,1.0,1.0,1.0,3.61,6.240275845170769,0.639,0.289,60,3,23.66219820947488,1.0,historical,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.3225806451352758
U0032,P0348,0.5,1.0,0.0,1.0,1.0,4.37,5.1298987149230735,0.388,0.489,150,3,20.38817870939467,0.15,museum,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.2096774193379292
U0032,P0365,0.0,0.0,0.2,1.0,1.0,3.86,4.574710978503383,0.475,0.357,150,3,42.89328179357831,0.0,food,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0080645161283818
U0032,P0368,0.5,1.0,0.0,1.0,1.0,4.56,6.068425588244111,0.516,0.462,120,3,5.361367955618382,0.55,museum,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.2096774193379292
U0032,P0379,0.5,1.0,0.0,1.0,1.0,4.32,5.723585101952381,0.62,0.856,90,3,4.803804034637517,0.55,historical,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.3225806451352758
U0032,P0382,0.0,0.0,1.0,1.0,1.0,5.0,5.389071729816501,0.638,0.643,120,3,16.64919313279815,0.3,shopping,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0483870967702913
U0032,P0387,0.5,1.0,0.0,1.0,1.0,4.38,6.668228248417403,0.611,0.406,60,3,44.67549296136402,0.3,historical,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.3225806451352758
U0032,P0401,0.5,0.0,0.6,1.0,1.0,4.52,4.882801922586371,0.627,0.644,90,3,43.48773915675931,0.0,entertainment,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.1935483870811654
U0032,P0404,0.0,1.0,0.0,1.0,1.0,4.2,4.927253685157205,0.58,0.541,120,3,7.760950903757836,0.15,neighborhood,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0
U0032,P0411,0.0,0.0,0.0,1.0,1.0,3.87,7.191429330036379,0.864,0.888,30,3,29.20281674720709,0.15,nature,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0403225806419094
U0032,P0434,0.5,1.0,1.0,1.0,1.0,4.23,5.902633333401366,0.492,0.526,150,3,27.8996557016418,0.85,museum,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.2096774193379292
U0032,P0440,0.5,1.0,0.2,1.0,1.0,4.09,6.926577033222725,0.673,0.764,45,3,46.70497467732224,0.55,historical,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.3225806451352758
U0032,P0446,0.0,1.0,0.2,1.0,1.0,4.47,6.1092475827643655,0.685,0.598,45,3,43.2612305681216,0.15,neighborhood,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0
U0032,P0448,0.0,0.0,1.0,1.0,1.0,4.72,6.278521424165844,0.571,0.408,180,3,3.73909571727321,0.15,shopping,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0483870967702913
U0032,P0451,0.5,1.0,0.0,1.0,1.0,4.27,5.030437921392435,0.345,0.646,30,3,12.74661311281344,0.3,historical,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.3225806451352758
U0032,P0453,0.0,0.0,0.6,1.0,1.0,4.19,5.556828061699537,0.46,0.913,150,3,6.201544877133112,0.0,nature,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0403225806419094
U0032,P0458,0.5,1.0,1.0,1.0,1.0,4.06,5.83773044716594,0.451,0.395,120,3,29.820055883239814,0.55,museum,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.2096774193379292
U0032,P0460,0.5,1.0,0.0,1.0,1.0,3.9,5.733341276897746,0.541,0.41,60,3,19.33210037289054,0.3,historical,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.3225806451352758
U0032,P0469,0.0,0.0,0.6,1.0,1.0,3.64,6.35088571671474,0.695,0.285,45,3,32.662720625613986,0.0,food,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0080645161283818
U0032,P0476,0.0,0.0,0.2,1.0,1.0,3.99,5.924255797414532,0.561,0.945,45,3,12.938261607546757,0.0,food,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0080645161283818
U0032,P0489,0.0,0.0,1.0,1.0,1.0,3.9,2.6390573296152584,0.509,0.951,30,3,30.85032179061839,0.3,shopping,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0483870967702913
U0032,P0490,0.0,0.0,0.6,1.0,1.0,3.39,6.413458957167357,0.584,0.85,30,3,39.06877693273616,0.0,shopping,52,124,4.092884615384616,0.5394230769230769,2.173076923076923,0.5739423076923077,0.0483870967702913
U0033,P0013,0.0,1.0,0.2,1.0,1.0,3.86,5.634789603169249,0.339,0.532,120,3,29.302494168977848,0.15,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0018,1.0,0.0,0.6,1.0,1.0,4.47,4.04305126783455,0.482,0.204,60,3,16.517340869479217,0.65,museum,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.5384615384201183
U0033,P0021,1.0,0.0,0.6,1.0,1.0,4.43,5.707110264748875,0.484,0.335,30,3,22.136574175805176,0.3,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0024,0.0,0.0,0.6,1.0,1.0,3.89,6.769641976852503,0.648,0.177,150,3,19.81172899378309,0.0,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0025,0.0,1.0,0.2,1.0,1.0,4.25,3.4011973816621555,0.494,0.273,120,3,5.033898731147166,0.15,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0027,0.0,0.0,0.2,1.0,1.0,3.8,6.234410725718371,0.572,0.848,30,3,22.79597473100316,0.0,food,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0230769230751479
U0033,P0028,0.0,1.0,0.0,0.0,1.0,4.56,6.618738983517219,0.679,0.84,90,3,24.258563132653983,0.3,food,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0230769230751479
U0033,P0029,0.0,0.0,0.6,1.0,1.0,3.72,5.1298987149230735,0.331,0.257,30,3,17.956555863612078,0.0,food,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0230769230751479
U0033,P0042,1.0,1.0,0.0,0.0,1.0,4.77,4.882801922586371,0.316,0.243,120,3,30.458314878057973,0.55,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0044,0.0,1.0,1.0,0.0,1.0,4.51,5.8971538676367405,0.486,0.319,180,3,21.224359521268696,0.3,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0055,1.0,1.0,0.6,0.0,1.0,4.22,5.41164605185504,0.467,0.663,45,3,6.684157612004065,0.55,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0059,0.0,1.0,0.6,1.0,1.0,4.08,4.110873864173311,0.254,0.625,60,3,12.74892411130382,0.0,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0061,1.0,1.0,0.2,1.0,1.0,4.46,4.418840607796598,0.566,0.148,180,3,10.002443270975208,0.55,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0070,0.0,0.0,0.0,0.0,1.0,4.47,4.02535169073515,0.424,0.13,30,3,10.146355101154525,0.15,food,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0230769230751479
U0033,P0073,0.0,0.0,0.6,1.0,1.0,4.22,6.439350371100098,0.572,0.563,45,3,26.62658424101589,0.0,activity,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0
U0033,P0075,0.0,1.0,0.0,1.0,1.0,4.33,5.857933154483459,0.712,0.88,180,3,10.398756264581328,0.3,nature,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0769230769171597
U0033,P0082,0.0,1.0,0.0,1.0,1.0,4.62,4.5217885770490405,0.401,0.831,180,3,15.81454704814388,0.0,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0085,1.0,0.0,0.6,1.0,1.0,3.99,4.605170185988092,0.419,0.631,90,3,17.66796907952485,0.3,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0088,0.0,0.0,1.0,1.0,1.0,4.22,6.493753839851686,0.689,0.944,60,3,22.50917467598021,0.0,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0101,1.0,0.0,1.0,1.0,1.0,4.26,6.173786103901937,0.432,0.519,120,3,16.5087194199822,1.0,museum,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.5384615384201183
U0033,P0103,1.0,0.0,0.0,1.0,1.0,3.48,4.382026634673881,0.292,0.671,180,3,13.913766909118705,0.3,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0108,0.0,0.0,0.6,0.0,1.0,3.96,6.411818267709897,0.819,0.98,90,3,15.402449756119568,0.0,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0111,0.0,1.0,1.0,1.0,1.0,5.0,3.295836866004329,0.602,0.408,150,3,24.87990436695161,0.3,shopping,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0076923076917159
U0033,P0116,0.0,0.0,0.0,0.0,1.0,3.77,5.762051382780177,0.396,0.685,120,3,21.268268538323493,0.0,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0124,0.0,1.0,0.6,1.0,1.0,3.89,4.718498871295094,0.293,0.335,60,3,13.247796645579536,0.3,food,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0230769230751479
U0033,P0127,0.0,0.0,0.0,0.0,1.0,5.0,6.739336627357174,0.679,0.12,60,3,1.075837739325191,0.15,nature,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0769230769171597
U0033,P0134,1.0,1.0,0.2,1.0,1.0,4.83,3.784189633918261,0.31,0.18,60,3,7.853620476976165,1.0,museum,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.5384615384201183
U0033,P0135,0.0,1.0,1.0,1.0,1.0,3.9,5.659482215759621,0.602,0.484,45,3,13.99539058886296,0.15,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0139,0.0,1.0,0.2,0.0,1.0,4.19,4.787491742782046,0.506,0.746,60,3,5.648741524172019,0.0,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0147,0.0,1.0,0.2,0.0,1.0,3.83,6.520621127558696,0.524,0.667,45,3,11.899330483912465,0.0,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0148,0.0,1.0,1.0,1.0,1.0,4.26,4.672828834461906,0.369,0.522,150,3,18.709753271791065,0.3,nature,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0769230769171597
U0033,P0173,0.0,1.0,0.0,1.0,1.0,3.89,5.780743515792329,0.392,0.559,120,3,11.335107204659757,0.15,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0176,0.0,1.0,0.6,0.0,1.0,4.24,7.271008538280992,0.926,0.719,180,3,24.83275578490821,0.15,activity,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0
U0033,P0177,0.0,1.0,0.2,1.0,1.0,4.49,5.308267697401205,0.435,0.097,180,3,20.61481473136228,0.0,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0179,0.0,1.0,0.2,1.0,1.0,4.09,5.159055299214529,0.479,0.313,120,3,22.443599839163216,0.3,activity,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0
U0033,P0183,0.0,1.0,0.0,1.0,1.0,4.41,5.0238805208462765,0.634,0.366,90,3,24.95996633762393,0.0,shopping,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0076923076917159
U0033,P0188,1.0,0.0,0.2,0.0,1.0,5.0,4.584967478670572,0.334,0.974,30,3,8.000090851289604,0.55,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0190,0.0,0.0,0.2,0.0,1.0,5.0,4.532599493153256,0.572,0.059,60,3,27.27582754257685,0.0,shopping,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0076923076917159
U0033,P0194,1.0,1.0,0.0,1.0,1.0,4.25,7.751475318021456,1.0,0.524,45,3,17.738600424136532,0.85,museum,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.5384615384201183
U0033,P0195,0.0,1.0,0.0,0.0,1.0,4.53,4.812184355372417,0.614,0.62,60,3,30.02502861992246,0.0,food,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0230769230751479
U0033,P0210,1.0,1.0,1.0,1.0,1.0,4.63,5.583496308781699,0.649,0.143,120,3,22.133342346935954,0.65,museum,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.5384615384201183
U0033,P0217,1.0,0.0,0.6,1.0,1.0,3.98,6.361302477572996,0.586,0.507,150,3,25.230245626094128,1.0,museum,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.5384615384201183
U0033,P0223,0.0,0.0,0.0,0.0,1.0,3.51,6.304448802421981,0.679,0.145,180,3,17.568379356123067,0.0,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0231,0.0,1.0,1.0,0.0,1.0,4.98,5.545177444479562,0.548,0.787,90,3,20.91411983433033,0.15,shopping,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0076923076917159
U0033,P0233,0.0,0.0,0.6,1.0,1.0,4.05,5.236441962829949,0.487,0.863,120,3,13.28809019303784,0.0,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0237,1.0,0.0,1.0,1.0,1.0,3.42,7.140453043101158,0.812,0.075,90,3,24.073799683612105,0.55,museum,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.5384615384201183
U0033,P0239,0.0,1.0,0.2,1.0,1.0,4.36,5.87493073085203,0.696,0.338,90,3,22.42277097995603,0.15,shopping,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0076923076917159
U0033,P0241,0.0,1.0,0.2,1.0,1.0,4.04,4.356708826689592,0.381,0.48,180,3,23.01765799312124,0.15,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0243,0.0,0.0,0.2,0.0,1.0,3.76,3.80666248977032,0.479,0.837,30,3,27.27251661937591,0.0,activity,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0
U0033,P0244,0.0,1.0,0.0,0.0,1.0,3.81,4.204692619390966,0.356,0.545,60,3,27.073001273435743,0.15,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0253,0.0,1.0,0.2,1.0,1.0,3.81,4.919980925828125,0.378,0.065,90,3,11.722802702860871,0.3,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0256,0.0,1.0,0.2,1.0,1.0,4.22,5.442417710521793,0.498,0.745,60,3,20.829794929454657,0.3,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0258,0.0,1.0,0.0,1.0,1.0,3.84,6.406879986069314,0.577,0.355,120,3,16.576115415201194,0.15,nature,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0769230769171597
U0033,P0267,0.0,0.0,0.2,0.0,1.0,4.07,4.060443010546419,0.562,0.874,45,3,31.09852268951285,0.0,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0268,0.0,1.0,1.0,1.0,1.0,3.81,5.560681631015528,0.489,0.985,90,3,29.829335888802927,0.55,nature,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0769230769171597
U0033,P0270,0.0,1.0,0.2,1.0,1.0,4.55,4.812184355372417,0.525,0.652,150,3,25.16364659734104,0.15,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0274,0.0,1.0,1.0,1.0,1.0,4.36,5.2574953720277815,0.406,0.249,45,3,29.942823789913263,0.0,activity,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0
U0033,P0288,0.0,0.0,0.2,1.0,1.0,4.47,2.8903717578961645,0.368,0.805,120,3,30.591756224248712,0.0,food,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0230769230751479
U0033,P0290,0.0,1.0,0.0,0.0,1.0,3.43,6.873163834212518,0.654,0.687,120,3,15.18580051530925,0.0,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0293,1.0,1.0,0.2,1.0,1.0,4.18,5.799092654460526,0.544,0.45,30,3,20.069840731944524,0.65,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0298,0.0,0.0,0.6,0.0,1.0,4.57,4.890349128221754,0.47,0.061,150,3,17.85684178740497,0.0,shopping,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0076923076917159
U0033,P0299,0.0,0.0,1.0,1.0,1.0,3.98,4.330733340286331,0.253,0.864,120,3,20.05630001187872,0.15,activity,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0
U0033,P0305,1.0,0.0,1.0,1.0,1.0,3.3,7.295735072749282,0.946,0.485,150,3,10.611913295494569,0.55,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0309,1.0,1.0,1.0,0.0,1.0,4.15,6.371611847231857,0.679,0.38,150,3,29.243087713840108,0.3,museum,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.5384615384201183
U0033,P0321,0.0,0.0,0.6,0.0,1.0,3.95,7.503289630675082,1.0,0.512,120,3,13.919417805987704,0.0,activity,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0
U0033,P0322,0.0,0.0,0.2,1.0,1.0,3.98,3.713572066704308,0.486,0.203,30,3,18.39632129230912,0.0,shopping,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0076923076917159
U0033,P0331,0.0,1.0,0.6,0.0,1.0,3.84,4.844187086458591,0.516,0.81,120,3,20.25598301927561,0.3,activity,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0
U0033,P0333,0.0,0.0,0.2,1.0,1.0,3.78,5.631211781821365,0.556,0.339,45,3,33.02416370996912,0.15,entertainment,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0307692307668639
U0033,P0337,1.0,1.0,0.0,0.0,1.0,3.95,5.056245805348308,0.307,0.719,60,3,3.960471584238568,0.55,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0342,0.0,1.0,1.0,1.0,1.0,3.86,6.089044875446846,0.525,0.867,60,3,10.514841466897185,0.0,shopping,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0076923076917159
U0033,P0343,0.0,1.0,0.0,1.0,1.0,3.55,6.356107660695892,0.603,0.409,180,3,22.47787214460661,0.0,neighborhood,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0153846153834319
U0033,P0352,1.0,0.0,0.6,1.0,1.0,3.78,3.828641396489095,0.537,0.292,45,3,7.369790985369377,0.65,historical,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.307692307668639
U0033,P0353,0.0,0.0,0.0,1.0,1.0,3.4,6.228511003591184,0.648,0.752,180,3,21.617820839740748,0.0,activity,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,0.0
U0033,P0356,0.0,1.0,0.6,0.0,1.0,4.19,5.384495062789089,0.527,0.839,60,3,22.74890511210445,0.0,food,59,114,4.163559322033898,0.5262203389830509,2.5762711864406778,0.5389152542372881,-0.0230769230751479
